,Series Name,Country Name,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
3,Electricity production from coal sources (% of total),China,76.1976042360957,76.3592889439804,75.6361456102784,77.6711854810807,78.2136371481806,76.2524570393714,77.5435809266796,79.5555683486371,78.1736980497408,79.196117843634,80.3394960281986,80.9542353410791,78.7505137453006,78.3826698942494,77.1871941416238,78.8771230435926,75.6589120538476,75.2790685739732,72.6339078091231,70.3094269525225
267,Electricity production from natural gas sources (% of total),China,0.261793675479523,0.711073626977308,0.521798715203426,0.388168013116901,0.42581973803198,0.333164747739456,0.253541970445494,0.269788643756002,0.338551995868395,0.485589486119787,0.831101964651212,1.03318615755426,0.996947091083977,1.53935561219587,1.85988100649861,2.0390613027675,1.98157092497651,1.96121927679729,2.02100518113681,2.48703063811759
531,Electricity production from oil sources (% of total),China,4.66109383100052,4.14785612666037,4.57319057815846,4.053545087735,3.48651435601864,3.27607500325805,3.065234160579,2.86928465449521,2.97408398086319,2.0201434452618,1.3230149541828,0.856057212679666,0.542486195573643,0.326347265899537,0.353949915229281,0.257818456273203,0.219409990346522,0.184178728966276,0.16797437936229,0.165618383349663
795,"Electricity production from renewable sources, excluding hydroelectric (% of total)",China,0.151818114493076,0.258740298339273,0.245310492505353,0.244449874871666,0.234116031268578,0.225125915882316,0.209592277428357,0.190500613631784,0.178624752779893,0.297304582425836,0.387166018714885,0.476782487605849,0.859573400323317,1.29233409626383,1.67385240269475,2.13764019808449,2.65751498776664,3.5648783506209,4.05665980378573,4.85700420830511
1059,Electricity production from hydroelectric sources (% of total),China,17.4003925053692,17.2537257194371,17.8158458244111,16.4370160501384,16.40538216086,18.7333932498688,17.4090356216191,14.8465397185929,16.0446416658573,15.8777203929188,15.2056173965109,14.7865646491701,16.8778706645304,16.5714641024737,16.9489736500775,14.6241302346658,17.3087339499897,16.7313490296358,18.5524939791678,19.0698129653579
1587,"Electricity production from oil, gas and coal sources (% of total)",China,81.1204917425757,81.2182186976181,80.7311349036403,82.1128985819327,82.1259712422312,79.8616967903689,80.8623570577041,82.6946416468883,81.4863340264724,81.7018507750155,82.4936129470326,82.843478711313,80.2899470319582,80.2483727723448,79.4010250633517,81.1740028026333,77.8598929691707,77.4244665797368,74.8228873696222,72.9620759739898
1851,"Electricity production from renewable sources, excluding hydroelectric (kWh)",China,1640000000,2939000000,2864000000,3031000000,3174000000,3334000000,3467000000,3640000000,3936000000,7434000000,11096000000,15647000000,29803000000,48011000000,70255000000,100573000000,132470000000,193807000000,229840000000,283851000000
