Time,Time Code,Country Name,Country Code,"Electricity production from renewable sources, excluding hydroelectric (kWh) [EG.ELC.RNWX.KH]",Access to electricity (% of population) [EG.ELC.ACCS.ZS],"Access to electricity, rural (% of rural population) [EG.ELC.ACCS.RU.ZS]","Access to electricity, urban (% of urban population) [EG.ELC.ACCS.UR.ZS]",Electricity production from coal sources (% of total) [EG.ELC.COAL.ZS],Electricity production from hydroelectric sources (% of total) [EG.ELC.HYRO.ZS],Electricity production from natural gas sources (% of total) [EG.ELC.NGAS.ZS],Electricity production from nuclear sources (% of total) [EG.ELC.NUCL.ZS],Electricity production from oil sources (% of total) [EG.ELC.PETR.ZS],"Electricity production from oil, gas and coal sources (% of total) [EG.ELC.FOSL.ZS]","Electricity production from renewable sources, excluding hydroelectric (% of total) [EG.ELC.RNWX.ZS]",Renewable electricity output (% of total electricity output) [EG.ELC.RNEW.ZS],Time required to get electricity (days) [IC.ELC.TIME]
1996,YR1996,Honduras,HND,0,61.68112,36.9510071695643,93.877733,0,66.4819041408543,0,0,33.5180958591457,33.5180958591457,0,66.4819041408543,..
1996,YR1996,"Hong Kong SAR, China",HKG,0,100,100,100,81.8789114689544,0,16.0185640953519,0,2.10252443569369,100,0,0,..
1996,YR1996,Hungary,HUN,50000000,100,100,100,27.7201481903676,0.589911655742377,18.1618694784839,40.4103733257338,12.8583642063266,58.7403818751781,0.142490738102023,0.7324023938444,..
1996,YR1996,Iceland,ISL,346000000,100,100,100,0,93.1485457739606,0,0,0.0975990630489947,0.0975990630489947,6.75385516299044,99.902400936951,..
1996,YR1996,India,IND,924000000,52.268871307373,39.4755520505374,87.1815567016602,70.4767837916534,15.5587306531597,7.22838808119522,2.04748651900206,4.48004767160763,82.1852195444563,0.208563283381976,15.7672939365417,..
1996,YR1996,Indonesia,IDN,2357000000,72.39,59.4167115757232,94.2583618164063,25.1579942118008,12.050380958006,43.1279900773729,0,16.1833323489457,84.4693166381194,3.48030240387455,15.5306833618806,..
1996,YR1996,"Iran, Islamic Rep.",IRN,0,..,..,..,0.101246877304192,8.13496648948463,60.1120318707562,0,31.651754762455,91.8650335105154,0,8.13496648948463,..
1996,YR1996,Iraq,IRQ,0,..,..,..,0,1.89740687726773,20.4919942744915,0,77.6105988482407,98.1025931227323,0,1.89740687726773,..
1996,YR1996,Ireland,IRL,41000000,100,100,100,36.9556025369979,3.81606765327696,33.2505285412262,0,14.2019027484144,84.4080338266385,0.216701902748414,4.03276955602537,..
1996,YR1996,Isle of Man,IMN,..,100,100,100,..,..,..,..,..,..,..,0,..
1996,YR1996,Israel,ISR,0,100,100,100,68.9280993513879,0.0737757830991977,0.0584058282868648,0,30.57084012173,99.5573453014048,0,0.0737757830991977,..
1996,YR1996,Italy,ITA,4186000000,100,100,100,10.5777826047001,17.5594616496378,20.9655051420647,0,48.9093476135974,80.4526353603623,1.74855261948721,19.3080142691251,..
1996,YR1996,Jamaica,JAM,253000000,85.706045,78.8237429095775,92.356928,0,1.68930109307718,0,0,94.1205697250745,94.1205697250745,4.19012918184829,5.87943027492547,..
1996,YR1996,Japan,JPN,14563000000,100,100,100,17.3724593181803,7.71715696808944,20.7284702575984,29.654576195677,15.9123001726089,54.0132297483875,1.42905226054813,9.14620922863757,..
1996,YR1996,Jordan,JOR,1000000,98.2715530395508,93.3400001572063,99.6447219848633,0,0.363156157147573,12.0336744800264,0,87.5866622647739,99.6203367448003,0.0165070980521624,0.379663255199736,..
1996,YR1996,Kazakhstan,KAZ,0,98.6033554077148,97.3186011169581,99.6151428222656,72.2094244384972,12.4174260645686,8.12866289508452,0,7.24448660184966,87.5825739354314,0,12.4174260645686,..
1996,YR1996,Kenya,KEN,515000000,6.64787149429321,..,44.4488487243652,0,78.4561403508772,0,0,9.49707602339181,9.49707602339181,12.046783625731,90.5029239766082,..
1996,YR1996,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,0,..
1996,YR1996,"Korea, Dem. People’s Rep.",PRK,0,..,..,..,36.4694835680751,58.6854460093897,0,0,4.84507042253521,41.3145539906103,0,58.6854460093897,..
1996,YR1996,"Korea, Rep.",KOR,406000000,100,100,100,28.3309888699687,1.19641667283631,13.3511018977814,36.48675995163,20.4343426865082,62.1164334542583,0.200389921275388,1.3968065941117,..
1996,YR1996,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,0,..
1996,YR1996,Kuwait,KWT,0,100,100,100,0,0,62.4573110893032,0,37.5426889106968,100,0,0,..
1996,YR1996,Kyrgyz Republic,KGZ,0,..,..,..,5.25780405620192,77.9134083539958,16.8287875898023,0,0,22.0865916460042,0,77.9134083539958,..
1996,YR1996,Lao PDR,LAO,..,31.791072845459,17.570725811199,95.5587997436523,..,..,..,..,..,..,..,96.6688275388492,..
1996,YR1996,Latvia,LVA,1000000,100,100,100,0,59.5009596928983,16.7626359564939,0,20.6014075495841,37.3640435060781,0.0319897632757518,59.532949456174,..
1996,YR1996,Lebanon,LBN,0,..,..,..,0,11.4572864321608,0,0,88.5427135678392,88.5427135678392,0,11.4572864321608,..
1996,YR1996,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,0,..
1996,YR1996,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,0,..
1996,YR1996,Libya,LBY,0,..,..,..,0,0,23.9947046169121,0,76.0052953830879,100,0,0,..
1996,YR1996,Liechtenstein,LIE,..,100,100,100,..,..,..,..,..,..,..,0,..
1996,YR1996,Lithuania,LTU,0,100,100,100,0,2.00726556246537,4.03300289391047,85.8444677051906,7.90591712332984,11.9389200172403,0,2.00726556246537,..
1996,YR1996,Luxembourg,LUX,15000000,100,100,100,30.2272727272727,13.6363636363636,42.7272727272727,0,3.86363636363636,76.8181818181818,3.40909090909091,17.0454545454545,..
1996,YR1996,"Macao SAR, China",MAC,..,100,100,100,..,..,..,..,..,..,..,0,..
1996,YR1996,Madagascar,MDG,..,11.7049827575684,0.216908890576846,44.303466796875,..,..,..,..,..,..,..,64.9481081063624,..
1996,YR1996,Malawi,MWI,..,2.74124574661255,..,22.1608028411865,..,..,..,..,..,..,..,81.5602836879433,..
1996,YR1996,Malaysia,MYS,0,..,..,..,6.66135055235724,10.0882993620663,63.5580364089,0,19.6923136766765,89.9117006379337,0,10.0882993620663,..
1996,YR1996,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,0,..
1996,YR1996,Mali,MLI,..,6.2,0.831307181752044,21.5,..,..,..,..,..,..,..,63.2835820895522,..
1996,YR1996,Malta,MLT,0,100,100,100,0,0,0,0,100,100,0,0,..
1996,YR1996,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,0,..
1996,YR1996,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,8.0681598141096,..
1996,YR1996,Mauritius,MUS,225000000,..,..,..,0.864100549882168,8.24823252160251,0,0,73.2128829536528,74.076983503535,17.6747839748625,25.923016496465,..
1996,YR1996,Mexico,MEX,7452000000,96.093624,87.7470313854535,99.076735,11.7159508152019,19.9389946160529,14.695829184925,4.99584630701816,43.9276813515039,70.3394613516307,4.72569772529821,24.6646923413511,..
1996,YR1996,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,0,..
1996,YR1996,Moldova,MDA,0,..,..,..,18.5034013605442,4.97959183673469,71.2925170068027,0,5.22448979591837,95.0204081632653,0,4.97959183673469,..
1996,YR1996,Monaco,MCO,..,100,100,100,..,..,..,..,..,..,..,0,..
1996,YR1996,Mongolia,MNG,0,..,..,..,95.4858454475899,0,0,0,4.5141545524101,100,0,0,..
1996,YR1996,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,0,..
1996,YR1996,Morocco,MAR,0,61.5751075744629,29.2352484889765,91.4009857177734,47.3680012761206,15.6085500079758,0,0,37.0234487159036,84.3914499920242,0,15.6085500079758,..
1996,YR1996,Mozambique,MOZ,0,..,..,..,0,94.327731092437,0.210084033613445,0,5.46218487394958,5.67226890756303,0,94.327731092437,..
1996,YR1996,Myanmar,MMR,0,..,..,..,0,41.850443599493,53.8656527249683,0,4.28390367553866,58.149556400507,0,41.850443599493,..
1996,YR1996,Namibia,NAM,0,30.978084564209,13.1932145870007,71.8581390380859,2.35162374020157,95.6326987681971,0,0,2.01567749160134,4.36730123180291,0,95.6326987681971,..
1996,YR1996,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,0,..
1996,YR1996,Nepal,NPL,0,17.9,10.1540889472181,78.4,0,96.7239967239967,0,0,3.27600327600328,3.27600327600328,0,96.7239967239967,..
1996,YR1996,Netherlands,NLD,1736000000,100,100,100,33.30835957529,0.0936515926623977,55.1081090572797,4.86988281844468,3.30590122098264,91.7223698535523,2.03223956077403,2.12589115343643,..
